name,model_type,metric_type,metric_value,train_time
12_Xgboost,Xgboost,r2,0.2803925485179761,37.45
30_CatBoost,CatBoost,r2,0.2865158741054272,102.66
39_RandomForest,Random Forest,r2,0.11314657568546804,56.75
22_LightGBM,LightGBM,r2,0.2769990098223898,22.01
13_Xgboost,Xgboost,r2,0.2813904283264941,101.4
31_CatBoost,CatBoost,r2,0.07376919593449205,1049.66
40_RandomForest,Random Forest,r2,0.1349036159134832,62.67
7_Xgboost_GoldenFeatures,Xgboost,r2,0.2891396603536005,78.94
17_LightGBM_GoldenFeatures,LightGBM,r2,0.285704712097118,57.88
14_LightGBM_GoldenFeatures,LightGBM,r2,0.28891047319603214,39.87
7_Xgboost_KMeansFeatures,Xgboost,r2,0.28027183596565175,83.33
17_LightGBM_KMeansFeatures,LightGBM,r2,0.2796717419909771,64.73
14_LightGBM_KMeansFeatures,LightGBM,r2,0.2775681897450194,45.69
7_Xgboost_RandomFeature,Xgboost,r2,0.29089762753605486,120.33
41_Xgboost,Xgboost,r2,0.2906709713655825,76.77
42_LightGBM,LightGBM,r2,0.28678824756611576,38.45
43_LightGBM,LightGBM,r2,0.2947051500070724,91.68
44_LightGBM,LightGBM,r2,0.2824563439064993,28.27
45_LightGBM,LightGBM,r2,0.29188194260223965,72.6
46_LightGBM,LightGBM,r2,0.284647928899013,22.89
47_Xgboost_GoldenFeatures,Xgboost,r2,0.28718797623030257,71.05
48_CatBoost,CatBoost,r2,0.28442264080656565,113.45
49_CatBoost,CatBoost,r2,0.283837955417093,106.08
50_CatBoost,CatBoost,r2,0.2824912210130466,103.15
51_Xgboost,Xgboost,r2,0.28327098717405974,61.37
52_Xgboost,Xgboost,r2,0.2871004876531651,43.07
53_CatBoost,CatBoost,r2,0.2791765287547029,319.2
54_CatBoost,CatBoost,r2,0.2801399877468409,291.22
55_RandomForest,Random Forest,r2,0.17683264130495446,62.15
56_RandomForest,Random Forest,r2,0.176162005497014,79.49
57_RandomForest,Random Forest,r2,0.17600001703791956,97.73
58_RandomForest,Random Forest,r2,0.17823510220531813,88.84
59_RandomForest,Random Forest,r2,0.13433660542890247,61.62
60_LightGBM,LightGBM,r2,0.29478783767121497,95.74
61_Xgboost,Xgboost,r2,0.29180786186901186,73.82
62_Xgboost,Xgboost,r2,0.2920487639317959,69.47
63_LightGBM,LightGBM,r2,0.29268995524827635,69.2
64_LightGBM,LightGBM,r2,0.289632246744537,69.15
65_LightGBM,LightGBM,r2,0.292079619482704,68.41
66_Xgboost,Xgboost,r2,0.2896892435061753,84.49
67_Xgboost,Xgboost,r2,0.29018334213642816,77.88
68_Xgboost_GoldenFeatures,Xgboost,r2,0.28859364325584347,68.93
69_Xgboost_GoldenFeatures,Xgboost,r2,0.2879069563416069,62.31
70_CatBoost,CatBoost,r2,0.1538380321251689,315.96
71_CatBoost,CatBoost,r2,0.14537839357323912,413.91
72_CatBoost,CatBoost,r2,0.16072327605499848,447.84
73_RandomForest,Random Forest,r2,0.1549800381768991,77.39
74_RandomForest,Random Forest,r2,0.19639989214705422,92.42
75_RandomForest,Random Forest,r2,0.15860347953588128,63.65
76_RandomForest,Random Forest,r2,0.19435543629603447,89.69
77_RandomForest,Random Forest,r2,0.15961709187642126,53.0
78_RandomForest,Random Forest,r2,0.19588136555996816,84.62
60_LightGBM_BoostOnErrors,LightGBM,r2,0.29284790385712334,96.75
Ensemble,Ensemble,r2,0.3012476330388907,44.93
60_LightGBM_Stacked,LightGBM,r2,0.298679987203597,29.9
62_Xgboost_Stacked,Xgboost,r2,0.29759342831791635,44.89
30_CatBoost_Stacked,CatBoost,r2,0.30094022313875834,44.49
74_RandomForest_Stacked,Random Forest,r2,0.3013706097882184,533.24
43_LightGBM_Stacked,LightGBM,r2,0.2994212376603983,28.97
7_Xgboost_Stacked,Xgboost,r2,0.2974189435282476,43.28
23_CatBoost_Stacked,CatBoost,r2,0.30053809953846455,40.07
78_RandomForest_Stacked,Random Forest,r2,0.30169407655635005,413.13
63_LightGBM_Stacked,LightGBM,r2,0.2948752216385844,33.0
61_Xgboost_Stacked,Xgboost,r2,0.29769086734339134,43.08
48_CatBoost_Stacked,CatBoost,r2,0.2999145489727617,48.78
76_RandomForest_Stacked,Random Forest,r2,0.30158238879124255,390.78
65_LightGBM_Stacked,LightGBM,r2,0.29555371386871776,31.17
41_Xgboost_Stacked,Xgboost,r2,0.29777026018343045,40.5
49_CatBoost_Stacked,CatBoost,r2,0.30058946410311926,39.18
58_RandomForest_Stacked,Random Forest,r2,0.3015602328446412,515.47
45_LightGBM_Stacked,LightGBM,r2,0.297070195272889,34.13
67_Xgboost_Stacked,Xgboost,r2,0.298968708368041,40.25
50_CatBoost_Stacked,CatBoost,r2,0.3003745352084337,43.37
33_RandomForest_Stacked,Random Forest,r2,0.3020660357085192,388.1
17_LightGBM_Stacked,LightGBM,r2,0.29611823437913276,34.36
66_Xgboost_Stacked,Xgboost,r2,0.29921823549352844,42.05
27_CatBoost_Stacked,CatBoost,r2,0.300854353919916,78.2
55_RandomForest_Stacked,Random Forest,r2,0.30213145565586563,344.97
14_LightGBM_Stacked,LightGBM,r2,0.2966448373005339,24.86
7_Xgboost_GoldenFeatures_Stacked,Xgboost,r2,0.29706901826880416,51.47
54_CatBoost_Stacked,CatBoost,r2,0.30064900338954703,62.03
38_RandomForest_Stacked,Random Forest,r2,0.30145174246975637,570.21
20_LightGBM_Stacked,LightGBM,r2,0.2951995326642196,29.2
68_Xgboost_GoldenFeatures_Stacked,Xgboost,r2,0.297490485348855,52.53
24_CatBoost_Stacked,CatBoost,r2,0.2998966978650115,29.52
56_RandomForest_Stacked,Random Forest,r2,0.30211226730047447,348.87
64_LightGBM_Stacked,LightGBM,r2,0.2937124217874121,31.76
69_Xgboost_GoldenFeatures_Stacked,Xgboost,r2,0.29713293206953306,53.51
53_CatBoost_Stacked,CatBoost,r2,0.3007681923399568,92.79
57_RandomForest_Stacked,Random Forest,r2,0.30146865520430977,650.18
47_Xgboost_GoldenFeatures_Stacked,Xgboost,r2,0.2989316829298666,48.32
3_Default_CatBoost_Stacked,CatBoost,r2,0.3003299380350448,32.32
77_RandomForest_Stacked,Random Forest,r2,0.3019013614235435,402.93
Ensemble_Stacked,Ensemble,r2,0.3041181853123063,106.56
